word,category
पाऊं,neither
संघटन,neither
बरता,neither
इत्यादि,nepali-only
देखें,neither
मध्याद्दे,neither
लुटाती,neither
चूकने,neither
फरवरी,neither
क्षिप,neither
गधा,nepali-only
तोते,nepali-only
टकोण,neither
सामना,nepali-only
अधेड़,neither
बेबाकी,neither
भागकर,neither
फास्फोरस,neither
डालेंगे,neither
नेत्र,nepali-only
कंगना,neither
पढवाने,neither
धब्बे,neither
प्रादेशिक,neither
आवास,nepali-only
सुस्थापित,neither
किताबें,neither
अचलेश्वर,neither
कार्बेट,neither
आलावा,neither
उषा,nepali-only
समिति,nepali-only
अँधेरों,neither
मनुष्यों,neither
अंगूठे,neither
जद,neither
हूगो,neither
जिक्के,neither
सांगठनिक,neither
वर्ष,nepali-only
बबीता,neither
फ़साद,neither
हाड़-मांस,neither
चण्डीगढ़,neither
बनाएगी।,neither
उद्धृत,nepali-only
शराबी,neither
मियाँ,neither
बढ़ी,neither
चाहेंगे।,neither
गिरिजेश,neither
सांसदों,neither
अर्धशतक,neither
फर्ग्युसन,neither
मज़दूर,neither
तरूमित्रा,neither
सम्बंधित,neither
छींक,neither
फ़िल्में,neither
डिगा,neither
खाकर,nepali-only
नारेबाज़ी,neither
दुविधा,nepali-only
योजना,nepali-only
होना,neither
गुलगुले,neither
पोलित,neither
मिठाइयां,neither
खयाल,neither
क्षय,nepali-only
घिनोने,neither
रूपया,neither
खासी,nepali-only
पुत्र-वियोग,neither
सेमल,neither
धर्मी,nepali-only
बोलीविया,neither
जिसमे,neither
मैडम,neither
ईंधन,neither
एल्फिंस्टन,neither
मांगों,neither
बेजोड,nepali-only
ज़रूरत,neither
कोहनूर,neither
कमरों,neither
द्रढता,neither
स्टंट,neither
कंप्यूटरों,neither
टेंशनात्मक,neither
परिवर्तीसूचना,neither
चुनौतियों,neither
वास्त्विक,neither
अमरता,neither
अनौपचारिक,nepali-only
खासमखास,neither
बाथ,nepali-only
जज्बे,neither
प्रसूता,neither
जोखम,neither
ईषद्विवृत,neither
मूर्तियाँ,neither
गायत्री,nepali-only
आंचल,neither
मसविदा,neither
सीएम,neither
बिल्लौरी,neither
उड़ता,neither
कोरिंग,neither
लोकप्रिय,nepali-only
ऐक्सिस,neither
नायिकाएं,neither
आइटम,nepali-only
बुझने,neither
हैँ,neither
यह,neither
किताब,nepali-only
कानूनगो,neither
मल्लोय,neither
सकेगी।,neither
नाव,neither
गोरे,nepali-only
जघन्य,nepali-only
छलांग,neither
ढकोंसलेबाजी,neither
एमवी,neither
देखाएं॥,neither
साझेदारी,neither
देखता,neither
जावे,neither
शॉर्ट,neither
खदानें,neither
गोलाबारी,neither
हाल-फिलहाल,neither
चूसने,neither
छठें,neither
टूजी,neither
अख़बार,neither
दिखाते।,neither
दुर्गन्ध,nepali-only
बीटीसी,neither
मुताबिक,nepali-only
शाहों,neither
विहार,nepali-only
उन्होंने,neither
कैरी,neither
पत्तर,neither
पहनाती,neither
अनुभवहीन,nepali-only
परेशान,neither
गौ,nepali-only
सर्वसम्मति,neither
बेस्ड,neither
३५०,numeral/punctuation
पदोन्नति,nepali-only
दालान,neither
फिज़ाओं,neither
लागे,neither
अपनाता,neither
बुझाने,neither
पारियों,neither
कंपती,neither
घटनाओं,neither
तिकरित,neither
समितियों,neither
गैरोस,neither
तौलती,neither
फीड,neither
पापाजी,neither
सड़कों,neither
नागदौनी,neither
मानवादियों,neither
चोर,nepali-only
मृज्,neither
खूंखार,neither
तहां,neither
सबेरे,neither
खानेकाह,neither
मिलकर,neither
प्रमुख,nepali-only
चिह्न,nepali-only
नंबर,neither
मोखा,neither
मोटरसार्इकिल,neither
लड़कियों,neither
चयन,nepali-only
आर्मी,nepali-only
पिताश्री,neither
आयत,nepali-only
कनविंस,neither
इन्श्योरेंस,neither
दफ़्न,neither
फगुवा,neither
बड़ा-सा,neither
इत्ती,neither
चलाते,neither
जुटाने,neither
१४,numeral/punctuation
धनाढ्य,nepali-only
करनेवाले,neither
दयालु,neither
भादो,neither
दुराग्रहों,neither
रेस्त्राँ,neither
दहेज,neither
भाषाई,neither
कहूं,neither
समाजशास्त्राीय,neither
राष्ट्रवाद,nepali-only
शिवना,neither
पेण्ड्रा,neither
२०११,numeral/punctuation
हड़प,neither
कोशिश,neither
राजभाषा,neither
खटीमा,neither
अभिर्दिष्ट,neither
ॲक्ट,neither
वस्ताद,nepali-only
कुएँ,neither
मनाली,neither
जेके,neither
मानसिकता,neither
स्टोरीज,neither
गोयनका,neither
शरावती,neither
निश्छलता,neither
कम्पनी,nepali-only
देख-रेख,neither
मन्दिर,nepali-only
हरकतें,neither
फ़ीचर,neither
हटता।,neither
ब्यौरा,neither
खाया,neither
बांहें,neither
ऑफ़,neither
ब्रिटिश,neither
निकाली,neither
फिएट,neither
क़दमों,neither
सूद,neither
महताबी,neither
प्रतिबल,neither
कलश,nepali-only
डिप्टी,neither
आतंकवादियों,neither
दुर्दशापूर्ण,neither
कलियों,neither
हौसले,neither
मंत्रीमंडल,neither
समस्तीपुरी,neither
बड़े-बुजूर्ग,neither
वैज्ञानिकता,neither
